Country;Region;DataYear;ClassGrade;Gender;Ageyears;Handed;Height_cm;Footlength_cm;Armspan_cm;Languages_spoken;Travel_to_School;Travel_time_to_School;Reaction_time;Score_in_memory_game;Favourite_physical_activity;Importance_reducing_pollution;Importance_recycling_rubbish;Importance_conserving_water;Importance_saving_energy;Importance_owning_computer;Importance_Internet_access;Left_Footlength_cm;Longer_foot;Index_Fingerlength_mm;Ring_Fingerlength_mm;Longer_Finger_Lefthand;Birth_month;Favorite_Season;Allergies;Vegetarian;Favorite_Food;Beverage;Favorite_School_Subject;Sleep_Hours_Schoolnight;Sleep_Hours_Non_Schoolnight;Home_Occupants;Home_Internet_Access;Communication_With_Friends;Text_Messages_Sent_Yesterday;Text_Messages_Received_Yesterday;Hanging_Out_With_Friends_Hours;Talking_On_Phone_Hours;Doing_Homework_Hours;Doing_Things_With_Family_Hours;Outdoor_Activities_Hours;Video_Games_Hours;Social_Websites_Hours;Texting_Messaging_Hours;Computer_Use_Hours;Watching_TV_Hours;Paid_Work_Hours;Work_At_Home_Hours;Schoolwork_Pressure;Planned_Education_Level;Favorite_Music;Superpower;Preferred_Status;Role_Model_Type;Charity_Donation;;
USA;CA;2018;12;Male;16;Right-Handed;175;26;180;1;Car;10;0.42;59;Basketball;800;900;900;800;600;700;26;Same length;80;85;Ring finger;November;Summer;No;No;Meat;Water;History;7;8;4;Yes - broadband connection;Text messaging;100;150;5;4;12;8;3;1;7;5;20;5;0;2;Some;Graduate degree;Rap/Hip hop;Fly;Happy;Friend;Religious;;
USA;CA;2018;12;Male;17;Right-Handed;180;26;193;1;Car;13;.239;34;Basketball;524;615;824;610;904;952;26;Same length;27;29;Ring finger;June;Summer;No;No;Meat;Milk;Science;7;11;2;Yes - broadband connection;Text messaging;30;90;4;1;8;2;3;14;8;1;25;12;0;2;Some;Graduate degree;Rap/Hip hop;Freeze time;Rich;Teacher;Health;;
USA;CA;2023;12;Female;17;Right-Handed;161;23.8;164;2;Car;10;0.398;30;Walking/Hiking;1000;900;1000;1000;800;800;22.4;Right foot;78;66;Index finger;September;Summer;No;No;Fruit;Water;History;7;10;3;Yes - other;Myspace, Facebook, other social networking sites, or blog;52;35;10;15;5;5;4;0;10;5;15;7;15;2;Some;Other;Rhythm and blues (R&B);Telepathy;Happy;Relative;Education/Youth development;;
USA;CA;2017;9;Female;14;Left-Handed;160;27;156;2;Bus;120;1.031;59;Dancing;1000;481;866;294;0;0;26;Right foot;7;8;Ring finger;June;Summer;Yes;No;Pizza/Pasta;Water;Mathematics and statistics;8;9;5;Yes - broadband connection;Text messaging;45;12;5;1;2;2;1;1;1;3;3;0;0;1;Very little;Graduate degree;Rap/Hip hop;Freeze time;Happy;Relative;International aid;;
USA;CA;2015;8;Male;14;Right-Handed;65;10;64;1;Car;5;.384;32;Baseball/Softball;700;750;750;550;800;1000;10;Same length;33;33;Ring finger;February;Winter;No;No;Pizza/Pasta;Energy drink;Computers and technology;9;5;6;Yes - broadband connection;Text messaging;4;50;5;0;2;4;10;24;2;.5;24;0;1;3;Very little;Some college;Techno/Electronic;Invisibility;Rich;Sports person;International aid;;
USA;CA;2021;11;Male;16;Right-Handed;175;24;168;2;Car;30;0.33;36;Soccer;866;861;1000;765;556;797;26;Left foot;80;83;Ring finger;August;Summer;Yes;No;Other;Water;Mathematics and statistics;8;10;5;Yes - broadband connection;In person;2;2;40;0;5;10;7;28;10;3;50;5;2;4;Some;Graduate degree;Other;Freeze time;Happy;Relative;Environment;;
USA;CA;2019;9;Female;15;Right-Handed;156;22;154;2;Car;9;0.394;40;None;5;6;8;6;4;8;21;Right foot;71;75;Ring finger;March;Winter;Yes;No;Other;Water;Other;7;6;8;Yes - other;Cell phone;180;185;2;1;1;1;0;0;3;2;2;2;0;1;A lot;Some college;Other;Telepathy;Rich;Relative;Wildlife, animals;;
USA;CA;2018;6;;11;Right-Handed;148;22;118;1;Car;20; 0.43;93;Baseball/Softball;1000;1000;1000;1000;1000;1000;23;Left foot;7;7;Same length;February;Summer;Yes;No;No favorite;Water;English;8;7;3;Yes - other;In person;25;25;14;1.05;7;35;14;7;1.05;1.05;7;0.30;0;7;Some;Some college;Pop;Telepathy;Happy;Other;Health;;
USA;CA;2022;11;Female;16;Right-Handed;162;22;137;2;Car;8 min;0.411;44;Walking/Hiking;700;800;800;800;900;980;22;Same length;7.5;7;Ring finger;November;Spring;No;No;Seafood;Water;History;10;11;7;Yes - other;In person;10;10;10hrs;2hrs ;4hrs;15hrs;4hrs ;6hrs;8hrs;2hrs;6hrs ;10hrs;16hrs;10hrs;A lot;Graduate degree;Rhythm and blues (R&B);Telepathy;Rich;Other;International aid;;
USA;CA;2018;6;Female;12;Right-Handed;157;24;58;1;Car;15;0.399;85;Dancing;1000;540;1000;1000;540;1000;23;Right foot;9;8;Index finger;June;Summer;Yes;No;Seafood;Water;English;8;0;7;Yes - other;Cell phone;15;10;10;100;90;100;100;10;80;90;100;90;90;100;A lot;Graduate degree;Rap/Hip hop;Invisibility;Rich;Relative;Other;;
USA;CA;2019;7;Male;11;Right-Handed;148;21.5;148;1;Bicycle;6;0.22;28;Bowling;550;720;850;850;900;950;22;Left foot;68;84;Ring finger;November;Winter;Yes;No;No favorite;Water;English;9;9.5;5;Yes - other;Text messaging;250;1000;5;1;15;10;10;3;1;6;15;3;0;3;Very little;Graduate degree;Pop;Freeze time;Rich;Other;Arts, culture, sports;;
USA;CA;2013;12;Female;17;Right-Handed;157;22;160;2;Car;15;0.358;35;Walking/Hiking;1000;900;900;900;850;1000;21;Right foot;70;70;Same length;June;Winter;No;Yes;Pizza/Pasta;Water;Science;6;9;3;Yes - broadband connection;Text messaging;15;16;25;1;30;5;3;2;0;25;25;21;0;7;A lot;Graduate degree;Other;Freeze time;Rich;Musician or singer;Wildlife, animals;;
USA;CA;2022;12;Female;17;Right-Handed;155;22;;3;Bus;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2015;8;Female;13;Right-Handed;152,4;;142,2;2;Walk;20;.582;41;Soccer;241;872;1000;786;1000;1000;21.6;Same length;;;;July;Summer;No;No;Seafood;Water;Art;7;12;4;Yes - broadband connection;Text messaging;20;30;8;2;7;8;4;2;5;3;5;5;0;3;A lot;;Rock and roll;Telepathy;Rich;Actor;Health;;
USA;CA;2014;12;Male;17;Right-Handed;188;26;188;1;Car;25;.231;85;Basketball;300;275;500;400;950;940;26;Same length;8;8.5;Ring finger;December;Summer;No;No;Meat;Juice;Other;6.5;9.5;4;Yes - broadband connection;Text messaging;100;100;8;3;20;5;15;1;10;20;21;4;0;2;Some;Undergraduate degree;Rap/Hip hop;Freeze time;Rich;Relative;Other;;
USA;CA;2016;12;Female;17;Right-Handed;;;;3;Car;15;0.578;57;Dancing;;;;;;;;;;;Index finger;January;Winter;No;Yes;Rice/Noodle dishes;Tea;Science;7;9;4;Yes - broadband connection;Text messaging;33;260;30;2;15;14;2;0;17;9;17;4;0;1;Some;Graduate degree;Pop;Invisibility;Rich;Relative;Health;;
USA;CA;2023;12;Female;17;Right-Handed;163;23;153;2;Walk;8;0.413;42;Other;893;820;630;740;840;820;23;Same length;41;44;Ring finger;June;Spring;Yes;No;Pizza/Pasta;Juice;Art;8;9;3;Yes - broadband connection;Text messaging;46;52;0;2;5;13;0;0;7;2;7;4;2;1;A lot;Graduate degree;Gospel;Freeze time;Happy;Relative;Religious;;
USA;CA;2017;11;Male;16;Right-Handed;180;30.5;175;1;Walk;20;.285;65;Baseball/Softball;900;900;900;900;450;450;30.5;Same length;7.5;7.5;Same length;April;Fall;No;;Poultry;Water;History;3;10;2;;Text messaging;200;201;5;.25;40;.5;25;.5;5;5;5;.5;13;40;A lot;Graduate degree;Rap/Hip hop;Super strength;Rich;Relative;Environment;;
USA;CA;2014;5;Male;10;Right-Handed;150;20;140;1;Walk;1;.34;60;Soccer;10;10;10;10;1000;1000;21;Same length;70;70;Same length;August;Summer;No;No;Meat;Soft drink (caffeinated);Computers and technology;7;4;5;Yes - other;In person;35;61;48;0;24;0;5;10;1;2;10;5;0;0;A lot;Graduate degree;Rap/Hip hop;Invisibility;Happy;Sports person;Health;;
USA;CA;2015;6;Male;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2018;12;Female;17;Right-Handed;163,8;22.09;154,9;2;Walk;15;.5;38;Tennis;1000;1000;1000;1000;324;324;22.60;Left foot;7.5;7;Index finger;June;Summer;No;No;Seafood;Sports drink;Other;7;10;11;Yes - broadband connection;Text messaging;15;35;8;1;4;5;6;2;8;2;3;3;0;3;Some;Graduate degree;Pop;Fly;Happy;Musician or singer;International aid;;
USA;CA;2021;11;Male;16;Right-Handed;;28.3;190;1;Bus;75;.323;36;Football (American);567;647;572;674;775;941;28.3;Same length;80;80;Same length;December;Fall;No;;Pizza/Pasta;Water;Mathematics and statistics;5-jul;8-sep;4;Yes - broadband connection;In person;0;50;84;14;21;14;21;8;17;7;84;10;17;7;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Relative;Education/Youth development;;
USA;CA;2023;12;Female;16;Right-Handed;152;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2022;4;Female;17;Right-Handed;172;23;170;2;Car;20;.316;43;Other;1000;900;1000;900;500;900;22;Right foot;6;7;Ring finger;October;Fall;Yes;No;Rice/Noodle dishes;Tea;Social studies;6;9;4;Yes - broadband connection;In person;100;100;40;1;5;7;6;1;20;10;30;4;16;0;Some;Graduate degree;Rock and roll;Fly;Healthy;Friend;Environment;;
USA;CA;2012;12;Female;17;Right-Handed;160;24;166;2;Car;15;0.455;57;Athletics;765;759;765;642;1000;900;24;Same length;80;75;Index finger;July;Summer;Yes;No;Breads/Sandwiches;Water;Music;5;8;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;13;9;2;1;35;10;10;0;21;7;30;7;0;0;A lot;Other;Classical;Fly;Happy;Coach or club leader;Health;;
USA;CA;2018;12;Male;17;Right-Handed;177,8;26;177,8;2;Car;22;.334;51;Soccer;1000;750;750;600;900;700;26;Same length;77;82;Ring finger;September;Fall;No;No;Meat;Water;Art;6;9;4;Yes - broadband connection;Text messaging;20;20;48;.5;10;48;12;1;4;1;10;7;0;5;A lot;Undergraduate degree;Rap/Hip hop;Fly;Happy;Musician or singer;Wildlife, animals;;
USA;CA;2023;12;Female;17;Right-Handed;160;21;155;2;Walk;14;0.468;35;Other;1000;1000;1000;1000;500;400;22;Left foot;70;65;Ring finger;October;Winter;No;No;Fruit;Water;Languages;6;8;4;Yes - broadband connection;Text messaging;5;10;5;2;8;3;6;1;5;1;10;2;15;2;A lot;Graduate degree;Pop;Freeze time;Happy;Relative;International aid;;
USA;CA;2012;12;Male;18;Right-Handed;168;11;168;2;Car;21;.39;15;Other;600;650;900;900;400;300;11;Right foot;66;72;Ring finger;July;Summer;Yes;No;Seafood;Water;Science;7;10;3;Yes - other;In person;90;90;8;1;12;4;7;1;4;1;8;1;4;1;A lot;Graduate degree;Other;Fly;Happy;Friend;Health;;
USA;CA;2023;9;Female;14;Right-Handed;160;23ko ;170;1;Walk;10;0.431;45;Dancing;727;1000;1000;1000;487;920;23;Same length;165.1;215.9;Ring finger;February;Fall;Yes;No;Pizza/Pasta;Juice;English;6;9;3;Yes - other;Text messaging;190;100;90;20;10;5;14;16;5;24;20;10;0;5;Some;Graduate degree;Rap/Hip hop;Freeze time;Happy;Relative;Wildlife, animals;;
USA;CA;2018;12;Male;17;Right-Handed;178;33;183;1;Car;6;0.709;40;Football (American);10;8;6;5;5;5;33;Same length;100;110;Ring finger;December;Winter;No;No;Meat;Water;Mathematics and statistics;5;10;5;Yes - broadband connection;In person;15;30;6;2;5;5;12;3;4;3;6;5;0;3;Some;Graduate degree;Rap/Hip hop;Telepathy;Rich;Relative;Health;;
USA;CA;2020;12;Female;16;Right-Handed;160;23;138;2;Car;15;0.429;41;Soccer;1000;1000;1000;500;1000;1000;23;Same length;7;8;Index finger;November;Fall;No;No;Pizza/Pasta;Water;Science;7;9;5;Yes - broadband connection;Internet chat or instant messaging;1;2;0;1;4;14;3;12;10;1;13;1;0;2;A lot;Graduate degree;Rap/Hip hop;Telepathy;Rich;Musician or singer;Wildlife, animals;;
USA;CA;2022;4;Male;17;Left-Handed;184;28;185;1;Car;20;.31;43;Football (American);800;600;500;600;300;900;28;Same length;6.02;6.4;Ring finger;April;Summer;No;No;Fruit;Water;Art;9;9;4;Yes - other;In person;7;10;90;1;3;90;50;5;30;1;50;5;12;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Sports person;Environment;;
USA;CA;2016;12;Male;16;Right-Handed;167,6;25.1;170;3;Walk;7;0.375;57;Athletics;700;600;1000;900;800;500;25;Right foot;82.55;76.2;Index finger;November;Summer;No;No;Seafood;Water;Computers and technology;8;10;3;Yes - broadband connection;Text messaging;100;100;21;2;21;30;3;0;7;25;30;4;0;0;Some;Graduate degree;Country;Invisibility;Healthy;Religious figure;Health;;
USA;CA;2021;12;Female;17;Right-Handed;152;;140;1;Car;15;.461;50;Walking/Hiking;1000;1000;561;439;150;150;;Same length;60;70;Ring finger;April;Spring;Yes;No;Breads/Sandwiches;Soft drink (non-caffeinated);English;5;6;5;Yes - other;Text messaging;30;30;49;2;29;160;2;1;42;42;39;0;0;0;Some;Undergraduate degree;Pop;Freeze time;Rich;Musician or singer;Environment;;
USA;CA;2018;9;Female;14;Left-Handed;160;24;16;2;Car;10;0.66;45;Other;1000;1000;1000;1000;3;190;23;Right foot;70;70;Same length;September;Winter;No;No;Desserts;Water;Art;8;11;6;Yes - other;Text messaging;350;780;13;1;2;1;2;0;20;17;24;0;0;3;A lot;Graduate degree;Rhythm and blues (R&B);Freeze time;Rich;Musician or singer;International aid;;
USA;CA;2013;12;Female;16;Right-Handed;159;24;159;2;Bus;25;0.415;32;Dancing;829;813;1000;487;1000;1000;24;Same length;67;73;Ring finger;October;Summer;No;No;Desserts;Powdered drink;English;7;11;4;Yes - broadband connection;Text messaging;200;250;15;2;20;10;3;0;0;50;20;10;0;5;A lot;Graduate degree;Pop;Telepathy;Happy;Relative;Education/Youth development;;
USA;CA;2021;12;Male;17;Right-Handed;183;27;185;1;Car;10;.3;35;Skateboarding/Rollerblading;900;900;900;700;999;999;27;Same length;90;85;Index finger;December;Summer;No;No;No favorite;Water;Other;6.5;9;3;Yes - broadband connection;Text messaging;35;150;45;1;1;3;1;7;10;7;10;7;0;3;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Musician or singer;Education/Youth development;;
USA;CA;2017;11;Female;18;Right-Handed;160;85;152;2;Car;5;0.871;38;Tennis;1000;1000;1000;1000;588;588;85;Same length;70;70;Same length;January;Winter;No;No;Pizza/Pasta;Milk;Other;8;8;5;Yes - other;Internet chat or instant messaging;100;150;4;1;2;5;1;1;3;12;2;2;0;1;Some;Graduate degree;Other;Invisibility;Happy;Relative;Health;;
USA;CA;2018;8;Female;13;Right-Handed;153;23;156;1;Bus;30;0.553;52;Gymnastics;770;930;905;430;200;23522;22;Right foot;80;73;Index finger;August;Fall;No;No;No favorite;Coffee;Other;6;5;6;Yes - broadband connection;Text messaging;15;10;56;14;7;7;14;7;14;35;70;7;0;7;Some;Graduate degree;Other;Telepathy;Happy;Musician or singer;Health;;
USA;CA;2022;7;Male;12;Ambidextrous;144;22;128;2;Car;1;107;55;None;0;2;10000;500;200;900;24;Left foot;8.5;8.5;Ring finger;April;Summer;No;No;Pizza/Pasta;Water;Physical education;8;4;6;Yes - broadband connection;Other;0;0;0;0;2;0;1;1;0;0;0;3;0;0;Some;Graduate degree;Other;Fly;Rich;Other;Wildlife, animals;;
USA;CA;2015;12;Female;18;Right-Handed;163;23;156;1;Car;5;.552;32;Dancing;900;900;1000;900;900;900;23;Same length;71.12;71.12;Same length;July;Winter;Yes;Yes;Desserts;Milk;History;7;10;6;Yes - broadband connection;In person;50;50;20;1;10;5;2;0;5;10;10;4;0;2;A lot;Undergraduate degree;Pop;Freeze time;Happy;Musician or singer;International aid;;
USA;CA;2019;12;Female;17;Right-Handed;154;19;60;1;Car;5;0.401;34;Other;684;551;214;901;25;50;19;Same length;70;50;Index finger;December;Winter;Yes;No;Desserts;Water;History;6;10;6;Yes - other;Internet chat or instant messaging;20;80;10;1;10;14;0;16;6;2;16;0;0;16;A lot;Graduate degree;Pop;Invisibility;Happy;Relative;International aid;;
USA;CA;2021;8;Female;14;Right-Handed;170;25;170;1;Car;5-ago;0.51;47;Baseball/Softball;898;957;963;914;150;262;25;Same length;700;800;Ring finger;March;Summer;No;No;Pizza/Pasta;Water;History;8;10;4;Yes - other;Myspace, Facebook, other social networking sites, or blog;6;20;50;70;10;50;200;0;100;90;70;6;0;5;Some;Graduate degree;Pop;Telepathy;Famous;Actor;Wildlife, animals;;
USA;CA;2014;10;Male;15;Right-Handed;175;35;182;3;Car;5;0.;.234;Football (American);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2020;12;Female;17;Right-Handed;165,1;24;160;2;Car;15;0.35;35;Walking/Hiking;1000;1000;1000;1000;540;807;24;Same length;80;80;Same length;July;Winter;No;No;Pizza/Pasta;Water;Art;8;10;4;Yes - broadband connection;Text messaging;50;50;2;1;4;2;1;0;2;1;3;1;0;1;Some;Graduate degree;Rhythm and blues (R&B);Super strength;Rich;Relative;Wildlife, animals;;
USA;CA;2018;12;Male;16;Right-Handed;168;27;173;1;Car;20;0.35;37;Athletics;1000;1000;750;750;500;500;26;Right foot;88.9;89.4;Ring finger;May;Winter;No;No;Meat;Water;Science;5;6;5;Yes - broadband connection;In person;0;0;3;0;30;1;17;12;1;0;20;0;3;3;A lot;Graduate degree;Country;Telepathy;Happy;Musician or singer;Other;;
USA;CA;2015;6;Male;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2018;12;Male;18;Right-Handed;174;28.4;172;2;Car;10;0.343;50;Basketball;600;200;700;600;200;1000;29.7;Left foot;72;65;Index finger;March;Winter;Yes;No;Rice/Noodle dishes;Milk;English;6;7;7;Yes - broadband connection;Text messaging;20;20;30;3;5;6;6;8;12;12;40;4;0;8;Some;Graduate degree;Rap/Hip hop;Telepathy;Healthy;Sports person;Wildlife, animals;;
USA;CA;2019;12;Female;18;Right-Handed;160;23;158;2;Car;5;0.361;47;Athletics;497;508;786;845;973;1000;22;Same length;73;76;Ring finger;August;Winter;No;No;Soups;Water;Other;5;7;3;Yes - broadband connection;In person;50;50;5;0;20;2;6;0;0;3;25;0;3;7;Some;Graduate degree;Country;Freeze time;Rich;Other;Religious;;
USA;CA;2017;11;Female;18;Right-Handed;157;24;147;2;Car;5;0.429;45;Dancing;999;578;545;508;950;1000;23;Right foot;51;52;Ring finger;June;Fall;Yes;No;Rice/Noodle dishes;Water;Science;6;8;4;Yes - broadband connection;Text messaging;300;300;6;0.25;8;10;0;0;10;7;6;0;16;1;Some;Graduate degree;Rap/Hip hop;Telepathy;Happy;Friend;Health;;
USA;CA;2019;11;Female;17;Right-Handed;170;24;167;2;Walk;3;0.39;36;Baseball/Softball;888;770;444;460;310;1000;23;Right foot;69;69;Same length;May;Spring;Yes;Yes;Seafood;Water;Mathematics and statistics;6;10;5;Yes - broadband connection;Internet chat or instant messaging;50;50;90;5;12;48;29;0;9;30;20;2;4;18;A lot;Graduate degree;Rhythm and blues (R&B);Telepathy;Famous;Coach or club leader;Wildlife, animals;;
USA;CA;2016;7;Female;12;Ambidextrous;150;23;159;3;Car;3;0.389;30;Gymnastics;500;200;1000;1000;1000;1000;24;Left foot;9;8;Index finger;August;Summer;No;No;Rice/Noodle dishes;Water;Physical education;6;13;4;Yes - other;Internet chat or instant messaging;300;500;13;2;28;7;9;0;10;20;50;60;0;0;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Friend;Wildlife, animals;;
USA;CA;2016;11;Male;18;Ambidextrous;64;9.5;10,4;1;Car;15;0.281;63;Baseball/Softball;480;480;1000;480;0;0;10.3;Right foot;3;2.78;Index finger;October;Winter;Yes;No;Meat;Energy drink;Other;6;4;5;No internet connection;Cell phone;500;550;15;5;.5;50;25;0;2;15;0;2;40;5;Very little;Other;Country;Fly;Happy;Other;Wildlife, animals;;
USA;CA;2016;11;Female;17;Right-Handed;60;9;61;2;Car;4;0.407;39;Bowling;1000;1000;1000;1000;1000;1000;9;Same length;3;3;Same length;April;Winter;No;No;No favorite;Soft drink (non-caffeinated);Other;6;11;4;Yes - broadband connection;Internet chat or instant messaging;30;33;20;20;15;8;0;17;6;60;42;0;0;5;A lot;Some college;Other;Fly;Happy;Other;Wildlife, animals;;
USA;CA;2022;12;Male;17;Right-Handed;178;24;183;2;Car;15;0.345;37;Table Tennis;733;123;203;390;834;920;24;Same length;80;86;Ring finger;May;Summer;No;No;Salads;Water;Science;6;8;3;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;2;18;10;1;8;1;3;0;5;1;20;8;3;1;A lot;Graduate degree;Rap/Hip hop;Fly;Happy;Musician or singer;Health;;
USA;CA;2023;10;Male;16;Right-Handed;183;300;;1;Car;6;0.293;47;Swimming;493;663;920;572;604;652;300;Same length;98;102;Ring finger;December;Winter;No;No;Meat;Tea;Physical education;7;6;4;Yes - broadband connection;In person;4;12;5;1;1-feb;16;20;5;2;1;3;3;0;5;Very little;Graduate degree;Other;Telepathy;Rich;Other;Environment;;
USA;CA;2015;6;Male;12;Right-Handed;27;26;160;2;Car;6;0.795;49;Table Tennis;1000;545;1000;417;695;765;26;Same length;70;70;Same length;November;Summer;No;No;Meat;Energy drink;Computers and technology;10;12;4;Yes - other;In person;0;2;2;0;1;2;2;4;5;1;2;6;1;3;A lot;Less than high school;Pop;Telepathy;Famous;Friend;Health;;
USA;CA;2023;11;Female;16;Right-Handed;165,1;;63;2;Car;5;0.56;52;Tennis;594;374;690;53;380;754;;Same length;5;6;Ring finger;December;Winter;No;No;Poultry;Water;Mathematics and statistics;5;10;6;Yes - other;Text messaging;300;350;192;5;8;192;196;0;5;240;120;0;0;5;A lot;Graduate degree;Other;Invisibility;Rich;Relative;Health;;
USA;CA;2018;12;Female;17;Right-Handed;157;22;154;2;Car;10;0.417;40;Soccer;1000;1000;1000;1000;636;535;22;Same length;65;68;Ring finger;January;Winter;No;No;Rice/Noodle dishes;Water;Science;6;10;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;26;37;2;2;30;1;0;0;10;1;60;4;0;2;A lot;Graduate degree;Other;Invisibility;Happy;Other;Health;;
USA;CA;2014;10;Female;15;Right-Handed;167;24;169;2;Car;26;1.252;47;Other;750;500;1000;1000;250;300;28;Left foot;83;81;Index finger;February;Winter;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
USA;CA;2017;12;Female;16;Right-Handed;170;22.3;157;1;Walk;10;0.439;40;Bowling;1000;882;1000;914;1000;1000;22.4;Left foot;70;65;Index finger;March;Winter;No;No;Pizza/Pasta;Water;Mathematics and statistics;9.5;11;2;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;6;7;0;2;4;36;0;0;24;3;100;90;0;3;Some;Graduate degree;Pop;Telepathy;Happy;Relative;International aid;;
USA;CA;2023;12;Male;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;2;10;1;14;10;11;6;20;4;0;0;Some;Graduate degree;Rock and roll;Super strength;Happy;Doctor or nurse;Health;;
USA;CA;2018;12;Female;16;Right-Handed;171;25;168;1;Car;10;0.558;53;Dancing;1000;850;476;626;235;144;26;Left foot;93;91;Index finger;October;Spring;Yes;No;Seafood;Water;Science;7;8;3;Yes - other;Myspace, Facebook, other social networking sites, or blog;33;34;20;1;14;6;2;0;21;1;2;14;0;1;Some;Graduate degree;Rap/Hip hop;Freeze time;Healthy;Business person;Environment;;
USA;CA;2014;5;Male;10;Right-Handed;138;21;133;1;Car;3;0.399;49;Hockey (Field);900;900;500;900;500;500;21;Same length;60;50;Index finger;February;Summer;No;No;Meat;Tea;Computers and technology;7;10;5;Yes - other;In person;0;0;2;0;2;3;1;5;0;0;4;4;0;1;Some;Graduate degree;Other;Fly;Rich;Religious figure;Health;;
USA;CA;2020;12;Male;17;Right-Handed;171;29;72;2;Car;20;0.47;40;Walking/Hiking;600;650;850;900;800;1000;29;Same length;48;50;Ring finger;May;Winter;No;No;Seafood;Water;Art;7;11;4;Yes - broadband connection;Internet chat or instant messaging;7;6;0;0;4;2;0;6;0;1-abr;7;0;0;2;Some;Graduate degree;Jazz;Freeze time;Happy;Friend;Arts, culture, sports;;
USA;CA;2010;12;Female;17;Right-Handed;168;24;172;1;Car;10;.305;41;Swimming;551;668;636;;449;786;25;Left foot;90;65;Index finger;April;Winter;No;No;Meat;Milk;History;8;9;3;Yes - broadband connection;In person;1;1;8;1;22;7;3;0;18;2;18;3;0;2;A lot;Graduate degree;Pop;Freeze time;Happy;Relative;Wildlife, animals;;
USA;CA;2016;12;Male;17;Right-Handed;171;26;198;1;Car;15;0.422;38;Running/Jogging;750;625;450;875;400;400;26;Same length;64;76;Ring finger;August;Spring;Yes;Yes;Rice/Noodle dishes;Water;Mathematics and statistics;7;6;3;Yes - broadband connection;Text messaging;26;54;5;0;5;3;6;2;2;3;2;0;0;2;Very little;Graduate degree;Classical;Fly;Healthy;Teacher;Health;;
USA;CA;2019;12;Female;17;Left-Handed;169;24;162;1;Rail (Train/Tram/Subway);10;0.556;47;Walking/Hiking;1000;800;700;500;800;1000;24;Same length;7;7.5;Ring finger;September;Fall;Yes;No;Pizza/Pasta;Water;Social studies;7.5;8;4;Yes - broadband connection;Myspace, Facebook, other social networking sites, or blog;4;3;0;1;2;1;0;0;2;1;2;3;0;1;A lot;Other;Rap/Hip hop;Fly;Happy;Politician;Environment;;
USA;CA;2019;12;Female;17;Left-Handed;174;25;175;1;Car;5;0.403;36;Walking/Hiking;1000;663;862;824;235;524;25;Same length;69;71;Ring finger;June;Winter;No;No;Desserts;Water;Mathematics and statistics;6;10;3;Yes - broadband connection;In person;35;27;5;0;24;6;2.5;0;18.5;2;77;23;0;0;Some;Graduate degree;Pop;Invisibility;Happy;Actor;Environment;;
USA;CA;2012;12;Male;17;Right-Handed;201,6;23.4;204,2;1;Car;7;0.417;76;Swimming;900;500;100;800;1000;1000;23.4;Same length;79;79;Same length;July;Winter;Yes;No;Poultry;Water;Music;8;6;6;Yes - broadband connection;In person;2;5;5;1;10;15;2;20;0;3;50;7;0;10;None;Graduate degree;Jazz;Fly;Happy;Relative;Health;;
USA;CA;2017;7;Female;13;Right-Handed;173;28;177;2;Car;10;0.435;43;Football (American);1000;1000;1000;1000;930;1000;28;Same length;75;85;Ring finger;March;Summer;Yes;No;Meat;Sports drink;Science;9;5;4;Yes - broadband connection;Text messaging;45;50;6;0;2;2;4;7;9;9;24;3;0;2;A lot;Graduate degree;Rap/Hip hop;Super strength;Healthy;Musician or singer;Health;;
USA;CA;2017;12;Male;15;Left-Handed;168;25;170;2;Car;20;0.358;39;Table Tennis;1000;1000;1000;1000;1000;1000;25;Same length;75;75;;October;Fall;Yes;No;Meat;Water;Computers and technology;7;7;4;Yes - broadband connection;Internet chat or instant messaging;20;20;1;1;10;0;;11;;;;;;;;;;;;;;;
